Model,Baseline_Acc,Corrupted_Acc,Cleaned_Acc,Accuracy_Gain,Recovery_Pct,Rows_Dropped,Data_Loss_Pct,CB_Ratio
LogisticRegression,0.8165,0.5159090909090909,0.8172043010752689,0.301295210166178,100.23430551422827,2163,9.831818181818182,3.0644912730725458
HistGradientBoosting,0.8348333333333333,0.7801666666666667,0.7232233934036042,-0.05694327326306248,-104.16452426169971,2396,10.89090909090909,-0.5228514239513249
